sheet,cell,formula_or_literal,resolved_value
Day 3 - Match 12,D97,"=IF(AND(ISNUMBER(D96),ISNUMBER(D102)),IF(D96<D102, +C97+1, (IF(D96>D102, +C97-1, +C97))),"" "")",3
Day 3 - Match 12,E97,"=IF(AND(ISNUMBER(E96),ISNUMBER(E102)),IF(E96<E102, +D97+1, (IF(E96>E102, +D97-1, +D97))),"" "")",4
Day 3 - Match 12,F97,"=IF(AND(ISNUMBER(F96),ISNUMBER(F102)),IF(F96<F102, +E97+1, (IF(F96>F102, +E97-1, +E97))),"" "")",5
Day 3 - Match 12,G97,"=IF(AND(ISNUMBER(G96),ISNUMBER(G102)),IF(G96<G102, +F97+1, (IF(G96>G102, +F97-1, +F97))),"" "")",6
Day 3 - Match 12,H97,"=IF(AND(ISNUMBER(H96),ISNUMBER(H102)),IF(H96<H102, +G97+1, (IF(H96>H102, +G97-1, +G97))),"" "")",6
Day 3 - Match 12,I97,"=IF(AND(ISNUMBER(I96),ISNUMBER(I102)),IF(I96<I102, +H97+1, (IF(I96>I102, +H97-1, +H97))),"" "")",6
Day 3 - Match 12,J97,"=IF(AND(ISNUMBER(J96),ISNUMBER(J102)),IF(J96<J102, +I97+1, (IF(J96>J102, +I97-1, +I97))),"" "")",7
Day 3 - Match 12,K97,"=IF(ISNUMBER(J97),IF(F97>4,""Wins "" & F97 & "" & 4"",IF(G97>3,""Wins "" & G97 & "" & 3"",IF(H97>2,""Wins "" & H97 & "" & 2"",IF(I97>1,""Wins "" & I97 & "" & 1"",IF(J97>J103,""Wins "" & J97 & "" Up"",IF(J97<J103,""Loss"",""Tie"")))))),"" "")",Wins 5 & 4
Day 3 - Match 12,A99,=A28,OB
Day 3 - Match 12,B99,=B28,0
Day 3 - Match 12,C99,=C28,0
Day 3 - Match 12,D99,=D28,0
Day 3 - Match 12,E99,=E28,0
Day 3 - Match 12,F99,=F28,0
Day 3 - Match 12,G99,=G28,0
Day 3 - Match 12,H99,=H28,0
Day 3 - Match 12,I99,=I28,0
Day 3 - Match 12,J99,=J28,0
Day 3 - Match 12,K99,=SUM(B99:J99),0
Day 3 - Match 12,A100,=A29,6
Day 3 - Match 12,B100,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(B$4,$B$4:$J$4,1))<=($A100-$A94),1,0),"""")",0
Day 3 - Match 12,C100,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(C$4,$B$4:$J$4,1))<=($A100-$A94),1,0),"""")",0
Day 3 - Match 12,D100,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(D$4,$B$4:$J$4,1))<=($A100-$A94),1,0),"""")",0
Day 3 - Match 12,E100,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(E$4,$B$4:$J$4,1))<=($A100-$A94),1,0),"""")",0
Day 3 - Match 12,F100,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(F$4,$B$4:$J$4,1))<=($A100-$A94),1,0),"""")",0
Day 3 - Match 12,G100,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(G$4,$B$4:$J$4,1))<=($A100-$A94),1,0),"""")",0
Day 3 - Match 12,H100,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(H$4,$B$4:$J$4,1))<=($A100-$A94),1,0),"""")",0
Day 3 - Match 12,I100,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(I$4,$B$4:$J$4,1))<=($A100-$A94),1,0),"""")",0
Day 3 - Match 12,J100,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(J$4,$B$4:$J$4,1))<=($A100-$A94),1,0),"""")",0
Day 3 - Match 12,K100,=SUM(B100:J100),0
Day 3 - Match 12,A101,"=IF((A100-A94)>9,(A100-A94-9),0)",0
Day 3 - Match 12,B101,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(B$4,$B$4:$J$4,1))<=($A101-$A95),1,0),"""")",0
Day 3 - Match 12,C101,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(C$4,$B$4:$J$4,1))<=($A101-$A95),1,0),"""")",0
Day 3 - Match 12,D101,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(D$4,$B$4:$J$4,1))<=($A101-$A95),1,0),"""")",0
Day 3 - Match 12,E101,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(E$4,$B$4:$J$4,1))<=($A101-$A95),1,0),"""")",0
Day 3 - Match 12,F101,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(F$4,$B$4:$J$4,1))<=($A101-$A95),1,0),"""")",0
Day 3 - Match 12,G101,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(G$4,$B$4:$J$4,1))<=($A101-$A95),1,0),"""")",0
Day 3 - Match 12,H101,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(H$4,$B$4:$J$4,1))<=($A101-$A95),1,0),"""")",0
Day 3 - Match 12,I101,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(I$4,$B$4:$J$4,1))<=($A101-$A95),1,0),"""")",0
Day 3 - Match 12,J101,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(J$4,$B$4:$J$4,1))<=($A101-$A95),1,0),"""")",0
Day 3 - Match 12,K101,=SUM(B101:J101),0
Day 3 - Match 12,B102,"=IF(AND(ISNUMBER(B99),ISNUMBER(B100)),B99-B100-B101,"" "")",0
Day 3 - Match 12,C102,"=IF(AND(ISNUMBER(C99),ISNUMBER(C100)),C99-C100-C101,"" "")",0
Day 3 - Match 12,D102,"=IF(AND(ISNUMBER(D99),ISNUMBER(D100)),D99-D100-D101,"" "")",0
Day 3 - Match 12,E102,"=IF(AND(ISNUMBER(E99),ISNUMBER(E100)),E99-E100-E101,"" "")",0
Day 3 - Match 12,F102,"=IF(AND(ISNUMBER(F99),ISNUMBER(F100)),F99-F100-F101,"" "")",0
Day 3 - Match 12,G102,"=IF(AND(ISNUMBER(G99),ISNUMBER(G100)),G99-G100-G101,"" "")",0
Day 3 - Match 12,H102,"=IF(AND(ISNUMBER(H99),ISNUMBER(H100)),H99-H100-H101,"" "")",0
Day 3 - Match 12,I102,"=IF(AND(ISNUMBER(I99),ISNUMBER(I100)),I99-I100-I101,"" "")",0
Day 3 - Match 12,J102,"=IF(AND(ISNUMBER(J99),ISNUMBER(J100)),J99-J100-J101,"" "")",0
Day 3 - Match 12,K102,"=IF(ISNUMBER(FIND(""Wins"",K103)), $N$1, IF(ISNUMBER(FIND(""Tie"",K103)), $N$2, $N$3))",0
Day 3 - Match 12,B103,"=IF(AND(ISNUMBER(B96),ISNUMBER(B102)),IF(B102<B96, 0+1, (IF(B102>B96, 0-1, 0))),"" "")",-1
Day 3 - Match 12,C103,"=IF(AND(ISNUMBER(C96),ISNUMBER(C102)),IF(C102<C96, +B103+1, (IF(C102>C96, +B103-1, +B103))),"" "")",-2
Day 3 - Match 12,D103,"=IF(AND(ISNUMBER(D96),ISNUMBER(D102)),IF(D102<D96, +C103+1, (IF(D102>D96, +C103-1, +C103))),"" "")",-3
Day 3 - Match 12,E103,"=IF(AND(ISNUMBER(E96),ISNUMBER(E102)),IF(E102<E96, +D103+1, (IF(E102>E96, +D103-1, +D103))),"" "")",-4
Day 3 - Match 12,F103,"=IF(AND(ISNUMBER(F96),ISNUMBER(F102)),IF(F102<F96, +E103+1, (IF(F102>F96, +E103-1, +E103))),"" "")",-5
Day 3 - Match 12,G103,"=IF(AND(ISNUMBER(G96),ISNUMBER(G102)),IF(G102<G96, +F103+1, (IF(G102>G96, +F103-1, +F103))),"" "")",-6
Day 3 - Match 12,H103,"=IF(AND(ISNUMBER(H96),ISNUMBER(H102)),IF(H102<H96, +G103+1, (IF(H102>H96, +G103-1, +G103))),"" "")",-6
Day 3 - Match 12,I103,"=IF(AND(ISNUMBER(I96),ISNUMBER(I102)),IF(I102<I96, +H103+1, (IF(I102>I96, +H103-1, +H103))),"" "")",-6
Day 3 - Match 12,J103,"=IF(AND(ISNUMBER(J96),ISNUMBER(J102)),IF(J102<J96, +I103+1, (IF(J102>J96, +I103-1, +I103))),"" "")",-7
Day 3 - Match 12,K103,"=IF(ISNUMBER(J103),IF(F103>4,""Wins "" & F103 & "" & 4"",IF(G103>3,""Wins "" & G103 & "" & 3"",IF(H103>2,""Wins "" & H103 & "" & 2"",IF(I103>1,""Wins "" & I103 & "" & 1"",IF(J103>J97,""Wins "" & J103 & "" Up"",IF(J103<J97,""Loss"",""Tie"")))))),"" "")",Loss
Day 3 - Match 12,A105,Match 6,Match 6
Day 3 - Match 12,A106,=A26,Spiro
Day 3 - Match 12,B106,=B26,0
Day 3 - Match 12,C106,=C26,0
Day 3 - Match 12,D106,=D26,0
Day 3 - Match 12,E106,=E26,0
Day 3 - Match 12,F106,=F26,0
Day 3 - Match 12,G106,=G26,0
Day 3 - Match 12,H106,=H26,0
Day 3 - Match 12,I106,=I26,0
Day 3 - Match 12,J106,=J26,0
Day 3 - Match 12,K106,=SUM(B106:J106),0
Day 3 - Match 12,A107,=A27,14
Day 3 - Match 12,B107,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(B$4,$B$4:$J$4,1))<=($A107-$A113),1,0),"""")",0
Day 3 - Match 12,C107,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(C$4,$B$4:$J$4,1))<=($A107-$A113),1,0),"""")",0
Day 3 - Match 12,D107,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(D$4,$B$4:$J$4,1))<=($A107-$A113),1,0),"""")",0
Day 3 - Match 12,E107,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(E$4,$B$4:$J$4,1))<=($A107-$A113),1,0),"""")",1
Day 3 - Match 12,F107,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(F$4,$B$4:$J$4,1))<=($A107-$A113),1,0),"""")",0
Day 3 - Match 12,G107,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(G$4,$B$4:$J$4,1))<=($A107-$A113),1,0),"""")",0
Day 3 - Match 12,H107,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(H$4,$B$4:$J$4,1))<=($A107-$A113),1,0),"""")",0
Day 3 - Match 12,I107,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(I$4,$B$4:$J$4,1))<=($A107-$A113),1,0),"""")",0
Day 3 - Match 12,J107,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(J$4,$B$4:$J$4,1))<=($A107-$A113),1,0),"""")",0
Day 3 - Match 12,K107,=SUM(B107:J107),1
Day 3 - Match 12,A108,"=IF((A107-A113)>9,(A107-A113-9),0)",0
Day 3 - Match 12,B108,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(B$4,$B$4:$J$4,1))<=($A108-$A114),1,0),"""")",0
Day 3 - Match 12,C108,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(C$4,$B$4:$J$4,1))<=($A108-$A114),1,0),"""")",0
Day 3 - Match 12,D108,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(D$4,$B$4:$J$4,1))<=($A108-$A114),1,0),"""")",0
Day 3 - Match 12,E108,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(E$4,$B$4:$J$4,1))<=($A108-$A114),1,0),"""")",0
Day 3 - Match 12,F108,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(F$4,$B$4:$J$4,1))<=($A108-$A114),1,0),"""")",0
Day 3 - Match 12,G108,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(G$4,$B$4:$J$4,1))<=($A108-$A114),1,0),"""")",0
Day 3 - Match 12,H108,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(H$4,$B$4:$J$4,1))<=($A108-$A114),1,0),"""")",0
Day 3 - Match 12,I108,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(I$4,$B$4:$J$4,1))<=($A108-$A114),1,0),"""")",0
Day 3 - Match 12,J108,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(J$4,$B$4:$J$4,1))<=($A108-$A114),1,0),"""")",0
Day 3 - Match 12,K108,=SUM(B108:J108),0
Day 3 - Match 12,B109,"=IF(AND(ISNUMBER(B106),ISNUMBER(B107)),B106-B107-B108,"" "")",0
Day 3 - Match 12,C109,"=IF(AND(ISNUMBER(C106),ISNUMBER(C107)),C106-C107-C108,"" "")",0
Day 3 - Match 12,D109,"=IF(AND(ISNUMBER(D106),ISNUMBER(D107)),D106-D107-D108,"" "")",0
Day 3 - Match 12,E109,"=IF(AND(ISNUMBER(E106),ISNUMBER(E107)),E106-E107-E108,"" "")",-1
Day 3 - Match 12,F109,"=IF(AND(ISNUMBER(F106),ISNUMBER(F107)),F106-F107-F108,"" "")",0
Day 3 - Match 12,G109,"=IF(AND(ISNUMBER(G106),ISNUMBER(G107)),G106-G107-G108,"" "")",0
Day 3 - Match 12,H109,"=IF(AND(ISNUMBER(H106),ISNUMBER(H107)),H106-H107-H108,"" "")",0
Day 3 - Match 12,I109,"=IF(AND(ISNUMBER(I106),ISNUMBER(I107)),I106-I107-I108,"" "")",0
Day 3 - Match 12,J109,"=IF(AND(ISNUMBER(J106),ISNUMBER(J107)),J106-J107-J108,"" "")",0
Day 3 - Match 12,K109,"=IF(ISNUMBER(FIND(""Wins"",K110)), $N$1, IF(ISNUMBER(FIND(""Tie"",K110)), $N$2, $N$3))",2
Day 3 - Match 12,B110,"=IF(AND(ISNUMBER(B109),ISNUMBER(B115)),IF(B109<B115, 0+1, (IF(B109>B115, 0-1, 0))),"" "")",0
Day 3 - Match 12,C110,"=IF(AND(ISNUMBER(C109),ISNUMBER(C115)),IF(C109<C115, +B110+1, (IF(C109>C115, +B110-1, +B110))),"" "")",0
Day 3 - Match 12,D110,"=IF(AND(ISNUMBER(D109),ISNUMBER(D115)),IF(D109<D115, +C110+1, (IF(D109>D115, +C110-1, +C110))),"" "")",0
Day 3 - Match 12,E110,"=IF(AND(ISNUMBER(E109),ISNUMBER(E115)),IF(E109<E115, +D110+1, (IF(E109>E115, +D110-1, +D110))),"" "")",1
Day 3 - Match 12,F110,"=IF(AND(ISNUMBER(F109),ISNUMBER(F115)),IF(F109<F115, +E110+1, (IF(F109>F115, +E110-1, +E110))),"" "")",1
Day 3 - Match 12,G110,"=IF(AND(ISNUMBER(G109),ISNUMBER(G115)),IF(G109<G115, +F110+1, (IF(G109>G115, +F110-1, +F110))),"" "")",1
Day 3 - Match 12,H110,"=IF(AND(ISNUMBER(H109),ISNUMBER(H115)),IF(H109<H115, +G110+1, (IF(H109>H115, +G110-1, +G110))),"" "")",1
Day 3 - Match 12,I110,"=IF(AND(ISNUMBER(I109),ISNUMBER(I115)),IF(I109<I115, +H110+1, (IF(I109>I115, +H110-1, +H110))),"" "")",1
Day 3 - Match 12,J110,"=IF(AND(ISNUMBER(J109),ISNUMBER(J115)),IF(J109<J115, +I110+1, (IF(J109>J115, +I110-1, +I110))),"" "")",1
Day 3 - Match 12,K110,"=IF(ISNUMBER(J110),IF(F110>4,""Wins "" & F110 & "" & 4"",IF(G110>3,""Wins "" & G110 & "" & 3"",IF(H110>2,""Wins "" & H110 & "" & 2"",IF(I110>1,""Wins "" & I110 & "" & 1"",IF(J110>J116,""Wins "" & J110 & "" Up"",IF(J110<J116,""Loss"",""Tie"")))))),"" "")",Wins 1 Up
Day 3 - Match 12,A112,=A24,CSamm
Day 3 - Match 12,B112,=B24,0
Day 3 - Match 12,C112,=C24,0
Day 3 - Match 12,D112,=D24,0
Day 3 - Match 12,E112,=E24,0
Day 3 - Match 12,F112,=F24,0
Day 3 - Match 12,G112,=G24,0
Day 3 - Match 12,H112,=H24,0
Day 3 - Match 12,I112,=I24,0
Day 3 - Match 12,J112,=J24,0
Day 3 - Match 12,K112,=SUM(B112:J112),0
Day 3 - Match 12,A113,=A25,13
Day 3 - Match 12,B113,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(B$4,$B$4:$J$4,1))<=($A113-$A107),1,0),"""")",0
Day 3 - Match 12,C113,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(C$4,$B$4:$J$4,1))<=($A113-$A107),1,0),"""")",0
Day 3 - Match 12,D113,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(D$4,$B$4:$J$4,1))<=($A113-$A107),1,0),"""")",0
Day 3 - Match 12,E113,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(E$4,$B$4:$J$4,1))<=($A113-$A107),1,0),"""")",0
Day 3 - Match 12,F113,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(F$4,$B$4:$J$4,1))<=($A113-$A107),1,0),"""")",0
Day 3 - Match 12,G113,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(G$4,$B$4:$J$4,1))<=($A113-$A107),1,0),"""")",0
Day 3 - Match 12,H113,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(H$4,$B$4:$J$4,1))<=($A113-$A107),1,0),"""")",0
Day 3 - Match 12,I113,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(I$4,$B$4:$J$4,1))<=($A113-$A107),1,0),"""")",0
Day 3 - Match 12,J113,"=IF(AND(ISNUMBER($A107),ISNUMBER($A113)),IF((RANK(J$4,$B$4:$J$4,1))<=($A113-$A107),1,0),"""")",0
Day 3 - Match 12,K113,=SUM(B113:J113),0
Day 3 - Match 12,A114,"=IF((A113-A107)>9,(A113-A107-9),0)",0
Day 3 - Match 12,B114,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(B$4,$B$4:$J$4,1))<=($A114-$A108),1,0),"""")",0
Day 3 - Match 12,C114,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(C$4,$B$4:$J$4,1))<=($A114-$A108),1,0),"""")",0
Day 3 - Match 12,D114,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(D$4,$B$4:$J$4,1))<=($A114-$A108),1,0),"""")",0
Day 3 - Match 12,E114,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(E$4,$B$4:$J$4,1))<=($A114-$A108),1,0),"""")",0
Day 3 - Match 12,F114,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(F$4,$B$4:$J$4,1))<=($A114-$A108),1,0),"""")",0
Day 3 - Match 12,G114,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(G$4,$B$4:$J$4,1))<=($A114-$A108),1,0),"""")",0
Day 3 - Match 12,H114,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(H$4,$B$4:$J$4,1))<=($A114-$A108),1,0),"""")",0
Day 3 - Match 12,I114,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(I$4,$B$4:$J$4,1))<=($A114-$A108),1,0),"""")",0
Day 3 - Match 12,J114,"=IF(AND(ISNUMBER($A108),ISNUMBER($A114)),IF((RANK(J$4,$B$4:$J$4,1))<=($A114-$A108),1,0),"""")",0
Day 3 - Match 12,K114,=SUM(B114:J114),0
Day 3 - Match 12,B115,"=IF(AND(ISNUMBER(B112),ISNUMBER(B113)),B112-B113-B114,"" "")",0
Day 3 - Match 12,C115,"=IF(AND(ISNUMBER(C112),ISNUMBER(C113)),C112-C113-C114,"" "")",0
Day 3 - Match 12,D115,"=IF(AND(ISNUMBER(D112),ISNUMBER(D113)),D112-D113-D114,"" "")",0
Day 3 - Match 12,E115,"=IF(AND(ISNUMBER(E112),ISNUMBER(E113)),E112-E113-E114,"" "")",0
Day 3 - Match 12,F115,"=IF(AND(ISNUMBER(F112),ISNUMBER(F113)),F112-F113-F114,"" "")",0
Day 3 - Match 12,G115,"=IF(AND(ISNUMBER(G112),ISNUMBER(G113)),G112-G113-G114,"" "")",0
Day 3 - Match 12,H115,"=IF(AND(ISNUMBER(H112),ISNUMBER(H113)),H112-H113-H114,"" "")",0
Day 3 - Match 12,I115,"=IF(AND(ISNUMBER(I112),ISNUMBER(I113)),I112-I113-I114,"" "")",0
Day 3 - Match 12,J115,"=IF(AND(ISNUMBER(J112),ISNUMBER(J113)),J112-J113-J114,"" "")",0
Day 3 - Match 12,K115,"=IF(ISNUMBER(FIND(""Wins"",K116)), $N$1, IF(ISNUMBER(FIND(""Tie"",K116)), $N$2, $N$3))",0
Day 3 - Match 12,B116,"=IF(AND(ISNUMBER(B109),ISNUMBER(B115)),IF(B115<B109, 0+1, (IF(B115>B109, 0-1, 0))),"" "")",0
Day 3 - Match 12,C116,"=IF(AND(ISNUMBER(C109),ISNUMBER(C115)),IF(C115<C109, +B116+1, (IF(C115>C109, +B116-1, +B116))),"" "")",0
Day 3 - Match 12,D116,"=IF(AND(ISNUMBER(D109),ISNUMBER(D115)),IF(D115<D109, +C116+1, (IF(D115>D109, +C116-1, +C116))),"" "")",0
Day 3 - Match 12,E116,"=IF(AND(ISNUMBER(E109),ISNUMBER(E115)),IF(E115<E109, +D116+1, (IF(E115>E109, +D116-1, +D116))),"" "")",-1
Day 3 - Match 12,F116,"=IF(AND(ISNUMBER(F109),ISNUMBER(F115)),IF(F115<F109, +E116+1, (IF(F115>F109, +E116-1, +E116))),"" "")",-1
Day 3 - Match 12,G116,"=IF(AND(ISNUMBER(G109),ISNUMBER(G115)),IF(G115<G109, +F116+1, (IF(G115>G109, +F116-1, +F116))),"" "")",-1
Day 3 - Match 12,H116,"=IF(AND(ISNUMBER(H109),ISNUMBER(H115)),IF(H115<H109, +G116+1, (IF(H115>H109, +G116-1, +G116))),"" "")",-1
Day 3 - Match 12,I116,"=IF(AND(ISNUMBER(I109),ISNUMBER(I115)),IF(I115<I109, +H116+1, (IF(I115>I109, +H116-1, +H116))),"" "")",-1
Day 3 - Match 12,J116,"=IF(AND(ISNUMBER(J109),ISNUMBER(J115)),IF(J115<J109, +I116+1, (IF(J115>J109, +I116-1, +I116))),"" "")",-1
Day 3 - Match 12,K116,"=IF(ISNUMBER(J116),IF(F116>4,""Wins "" & F116 & "" & 4"",IF(G116>3,""Wins "" & G116 & "" & 3"",IF(H116>2,""Wins "" & H116 & "" & 2"",IF(I116>1,""Wins "" & I116 & "" & 1"",IF(J116>J110,""Wins "" & J116 & "" Up"",IF(J116<J110,""Loss"",""Tie"")))))),"" "")",Loss
Day 3 - Match 12,A118,Match 7,Match 7
Day 3 - Match 12,A119,=A30,Pat
Day 3 - Match 12,B119,=B30,0
Day 3 - Match 12,C119,=C30,0
Day 3 - Match 12,D119,=D30,0
Day 3 - Match 12,E119,=E30,0
Day 3 - Match 12,F119,=F30,0
Day 3 - Match 12,G119,=G30,0
Day 3 - Match 12,H119,=H30,0
Day 3 - Match 12,I119,=I30,0
Day 3 - Match 12,J119,=J30,0
Day 3 - Match 12,K119,=SUM(B119:J119),0
Day 3 - Match 12,A120,=A31,10
Day 3 - Match 12,B120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(B$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 3 - Match 12,C120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(C$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 3 - Match 12,D120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(D$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 3 - Match 12,E120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(E$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",1
Day 3 - Match 12,F120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(F$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 3 - Match 12,G120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(G$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 3 - Match 12,H120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(H$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 3 - Match 12,I120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(I$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",0
Day 3 - Match 12,J120,"=IF(AND(ISNUMBER($A120),ISNUMBER($A126)),IF((RANK(J$4,$B$4:$J$4,1))<=($A120-$A126),1,0),"""")",1
Day 3 - Match 12,K120,=SUM(B120:J120),2
Day 3 - Match 12,A121,"=IF((A120-A126)>9,(A120-A126-9),0)",0
Day 3 - Match 12,B121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(B$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 3 - Match 12,C121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(C$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 3 - Match 12,D121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(D$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 3 - Match 12,E121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(E$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 3 - Match 12,F121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(F$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 3 - Match 12,G121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(G$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 3 - Match 12,H121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(H$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 3 - Match 12,I121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(I$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 3 - Match 12,J121,"=IF(AND(ISNUMBER($A121),ISNUMBER($A127)),IF((RANK(J$4,$B$4:$J$4,1))<=($A121-$A127),1,0),"""")",0
Day 3 - Match 12,K121,=SUM(B121:J121),0
Day 3 - Match 12,B122,"=IF(AND(ISNUMBER(B119),ISNUMBER(B120)),B119-B120-B121,"" "")",0
Day 3 - Match 12,C122,"=IF(AND(ISNUMBER(C119),ISNUMBER(C120)),C119-C120-C121,"" "")",0
Day 3 - Match 12,D122,"=IF(AND(ISNUMBER(D119),ISNUMBER(D120)),D119-D120-D121,"" "")",0
Day 3 - Match 12,E122,"=IF(AND(ISNUMBER(E119),ISNUMBER(E120)),E119-E120-E121,"" "")",-1
Day 3 - Match 12,F122,"=IF(AND(ISNUMBER(F119),ISNUMBER(F120)),F119-F120-F121,"" "")",0
Day 3 - Match 12,G122,"=IF(AND(ISNUMBER(G119),ISNUMBER(G120)),G119-G120-G121,"" "")",0
Day 3 - Match 12,H122,"=IF(AND(ISNUMBER(H119),ISNUMBER(H120)),H119-H120-H121,"" "")",0
Day 3 - Match 12,I122,"=IF(AND(ISNUMBER(I119),ISNUMBER(I120)),I119-I120-I121,"" "")",0
